text,label
['application'],CONCLUSION
"['following', 'case', 'another']",PREMISE
['another'],PREMISE
"['case', 'within', 'whose', 'jurisdiction', 'one', 'ordinarily', 'may', 'apply', 'anticipatory', 'bail', 'may', 'said', 'view', 'provide', 'immediate', 'relief', 'enable', 'approach', 'court', 'within', 'whose', 'territorial', 'jurisdiction']",PREMISE
"['entertaining', 'application', 'anticipatory', 'bail', 'first', 'instance', 'territorial', 'jurisdiction', 'give', 'protection', 'brief', 'period', 'adequate', 'condition', 'view', 'enable', 'person', 'arrest', 'approach', 'within', 'whose', 'territorial', 'jurisdiction']",PREMISE
"['considering', 'factual', 'aspect', 'apprehension', 'mind', 'applicant', 'may', 'crime', 'registered']",PREMISE
"['hurdle', 'grant', 'transitory', 'anticipatory', 'bail', 'applicant']",CONCLUSION
"['proceed', 'pass', 'following', 'order']",CONCLUSION
"['even', 'notice', 'respondent', 'police', 'station', 'say', 'application', 'also', 'today']",PREMISE
"['learned', 'concerned', 'police', 'station']",PREMISE
"['learned', 'advocate', 'applicant', 'good', 'case', 'argue']",PREMISE
"['prosecution', 'negotiable', 'already', 'accused', 'said', 'fact', 'suppressed']",PREMISE
"['accused', 'arrest', 'police']",PREMISE
"['even', 'opportunity', 'police', 'reply']",PREMISE
"['considering', 'submission', 'made', 'learned', 'advocate', 'accused', 'pass', 'following', 'order']",CONCLUSION
"['case', 'informant', 'received', 'one', 'unknown', 'phone', 'call', 'giving', 'therefore', 'gone', 'said', 'place', 'time', 'two', 'took', 'informant', 'vacant', 'land', 'made', 'demand', 'amount', 'time', 'colleague', 'said', 'two', 'blow', 'wooden', 'long', 'informant', 'snatched', 'one', 'bag', 'card', 'cash', 'amount']",PREMISE
"['ran', 'away', 'said', 'place', 'admitted', 'hospital']",PREMISE
"['basis', 'report', 'lodged', 'informant', 'crime', 'came', 'registered']",PREMISE
"['investigation', 'disclosed', 'present', 'applicant', 'accused', 'along', 'accused', 'road', 'dacoity', 'also', 'informant']",PREMISE
"['learned', 'counsel', 'applicant', 'accused', 'applicant', 'accused', 'falsely']",PREMISE
"['applicant', 'accused', 'accord', 'admitted', 'hospital', 'grievous', 'therefore', 'section', 'would']",PREMISE
"['name', 'present', 'applicant', 'accused']",PREMISE
"['applicant', 'accused']",PREMISE
"['practically', 'investigation']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'therefore', 'bail']",CONCLUSION
"['hand', 'learned', 'investigation', 'progress', 'identification', 'parade', 'accused', 'ie', 'yet']",PREMISE
"['basis', 'statement', 'given', 'accused', 'one', 'black', 'colour', 'bag', 'yellowish', 'powder', 'officer', 'per', 'section']",PREMISE
"['investigation', 'yet', 'applicant', 'accused', 'bail', 'possibility', 'prosecution', 'evidence']",CONCLUSION
"['case', 'diary', 'prima', 'informant', 'lodged', 'report', 'station', 'p', 'received', 'one', 'unknown', 'phone', 'call', 'giving', 'therefore', 'gone', 'said', 'place', 'time', 'two', 'took', 'informant', 'vacant', 'land', 'made', 'demand', 'amount', 'time', 'colleague', 'said', 'two', 'blow', 'wooden', 'long', 'head', 'informant']",PREMISE
"['assuming', 'injured', 'grievous', 'certainly', 'injury', 'head']",PREMISE
"['moreover', 'prima', 'u', 'non', 'bailable', 'case']",PREMISE
"['moreover', 'investigation', 'progress', 'identification', 'parade', 'accused', 'yet']",PREMISE
"['view', 'stage', 'applicant', 'accused', 'bail', 'every', 'possibility', 'prosecution', 'evidence']",PREMISE
"['thus', 'applicant', 'accused', 'release', 'bail']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['case', 'informant', 'received', 'one', 'unknown', 'phone', 'call', 'giving', 'therefore', 'gone', 'said', 'place', 'time', 'two', 'took', 'informant', 'vacant', 'land', 'made', 'demand', 'amount', 'time', 'colleague', 'said', 'two', 'blow', 'wooden', 'long', 'informant', 'snatched', 'one', 'bag', 'card', 'cash', 'amount']",PREMISE
"['ran', 'away', 'said', 'place', 'admitted', 'hospital']",PREMISE
"['basis', 'report', 'lodged', 'informant', 'crime', 'came', 'registered']",PREMISE
"['investigation', 'disclosed', 'present', 'applicant', 'accused', 'along', 'accused', 'road', 'dacoity', 'also', 'informant']",PREMISE
"['learned', 'counsel', 'applicant', 'accused', 'applicant', 'accused', 'falsely']",PREMISE
"['applicant', 'accused', 'accord', 'admitted', 'hospital', 'grievous', 'therefore', 'section', 'would']",PREMISE
"['name', 'present', 'applicant', 'accused']",PREMISE
"['applicant', 'accused']",PREMISE
"['practically', 'investigation']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'therefore', 'bail']",CONCLUSION
"['hand', 'learned', 'investigation', 'progress', 'identification', 'parade', 'accused', 'ie', 'yet']",PREMISE
"['basis', 'statement', 'given', 'accused', 'one', 'black', 'colour', 'bag', 'yellowish', 'powder', 'officer', 'per', 'section']",PREMISE
"['investigation', 'yet', 'applicant', 'accused', 'bail', 'possibility', 'prosecution', 'evidence']",PREMISE
"['case', 'diary', 'prima', 'informant', 'lodged', 'report', 'station', 'p', 'received', 'one', 'unknown', 'phone', 'call', 'giving', 'therefore', 'gone', 'said', 'place', 'time', 'two', 'took', 'informant', 'vacant', 'land', 'made', 'demand', 'amount', 'time', 'colleague', 'said', 'two', 'blow', 'wooden', 'long', 'head', 'informant']",PREMISE
"['assuming', 'injured', 'grievous', 'certainly', 'injury', 'head']",PREMISE
"['moreover', 'prima', 'u', 'non', 'bailable', 'case']",PREMISE
"['moreover', 'investigation', 'progress', 'identification', 'parade', 'accused', 'yet']",PREMISE
"['view', 'stage', 'applicant', 'accused', 'bail', 'every', 'possibility', 'prosecution', 'evidence']",PREMISE
"['thus', 'applicant', 'accused', 'release', 'bail']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['case', 'applicant', 'accused', 'giving', 'false', 'promise', 'complainant', 'giving', 'good', 'amount', 'complainant', 'however', 'spite', 'amount', 'said', 'used', 'said', 'amount', 'use', 'thereby', 'complainant']",PREMISE
"['moreover', 'applicant', 'accused', 'along', 'accused', 'furtherance', 'common', 'intention', 'given', 'complainant', 'account', 'instead', 'account']",PREMISE
"['moreover', 'applicant', 'accused', 'spite', 'given', 'complainant', 'without', 'amount', 'said', 'company', 'gain', 'said', 'amount', 'applicant', 'accused', 'business']",PREMISE
"['learned', 'counsel', 'applicant', 'accused', 'applicant', 'accused', 'falsely']",PREMISE
"['applicant', 'accused', 'concerned', 'complainant', 'time', 'employee']",PREMISE
"['drawn', 'finance', 'account', 'said', 'therefore', 'question', 'wrongful', 'gain', 'misappropriation', 'amount', 'applicant', 'accused', 'arise']",PREMISE
"['applicant', 'accused', 'resigned', 'post', 'month', 'month', 'therefore', 'applicant', 'accused', 'concerned', 'business', 'since']",PREMISE
"['complainant', 'business', 'money', 'therefore', 'applicant', 'accused', 'complainant', 'therefore', 'complainant', 'given', 'hand', 'loan', 'said', 'hand', 'loan', 'applicant', 'accused', 'account', 'wife', 'complainant', 'however', 'complainant', 'deliberately', 'applicant', 'accused', 'demanding', 'large', 'amount', 'interest', 'said', 'hand', 'loan']",PREMISE
"['applicant', 'accused', 'cash', 'even', 'though', 'complainant', 'repeatedly', 'interest', 'applicant', 'accused', 'could', 'manage', 'pay', 'said', 'amount', 'therefore', 'false', 'case']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'therefore', 'applicant', 'accused', 'anticipatory', 'bail']",CONCLUSION
"['hand', 'learned', 'applicant', 'accused', 'amount', 'complainant', 'business', 'selling', 'thereby', 'wrongful', 'gain', 'complainant']",PREMISE
"['applicant', 'accused', 'giving', 'promise', 'give', 'big', 'amount', 'complainant', 'showing', 'made', 'said', 'company', 'actually', 'given', 'amount', 'account']",PREMISE
"['applicant', 'accused', 'taken', 'complainant', 'deposit', 'bank', 'account', 'accused', 'investigation', 'respect', 'yet']",PREMISE
"['applicant', 'accused', 'saying', 'complainant', 'concerned', 'received', 'account', 'account', 'brother', 'thereby', 'amount']",PREMISE
"['investigation', 'yet', 'therefore', 'custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'therefore', 'anticipatory', 'bail', 'application']",CONCLUSION
"['police', 'prima', 'applicant', 'accused', 'giving', 'promise', 'give', 'better', 'induced', 'complainant', 'deposit', 'complainant', 'actually', 'amount', 'said', 'amount', 'business', 'selling']",PREMISE
"['moreover', 'prima', 'applicant', 'accused', 'accord', 'personal', 'account', 'transferred', 'meager', 'amount', 'bank', 'complainant', 'order', 'showing', 'amount']",PREMISE
"['thus', 'prima', 'transferred', 'finance', 'amount', 'complainant']",PREMISE
"['thus', 'prima', 'applicant', 'accused', 'amount', 'complainant', 'gain']",PREMISE
"['considering', 'gravity', 'view', 'applicant', 'accused', 'anticipatory', 'bail']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['case', 'applicant', 'accused', 'taking', 'disadvantage', 'post', 'made', 'demand', 'bribe', 'amount', 'crore', 'original', 'complainant', 'giving', 'order', 'mutation', 'extract', 'therefore', 'original', 'complainant']",PREMISE
"['thereafter', 'following', 'due', 'procedure', 'carried', 'raid', 'caught', 'accused', 'raid', 'handed', 'bag', 'bribe', 'amount']",PREMISE
"['learned', 'counsel', 'accused', 'accused', 'falsely']",PREMISE
"['twin', 'test', 'demand', 'acceptance', 'instance', 'proved']",PREMISE
"['practically', 'investigation', 'therefore', 'custodial', 'interrogation', 'accused', 'necessary']",PREMISE
"['nothing', 'instance', 'present', 'accused', 'therefore', 'bail']",PREMISE
"['hand', 'learned', 'except', 'denial', 'specific', 'ground', 'bail', 'application']",PREMISE
"['oral', 'documentary', 'electronic', 'specific', 'evidence', 'available', 'accused']",PREMISE
"['speak', 'per', 'evidence', 'collected']",PREMISE
"['investigation', 'crucial', 'stage', 'therefore', 'stage', 'accused', 'bail', 'possibility', 'prosecution', 'evidence']",PREMISE
"['amount', 'bribe', 'amount', 'huge', 'accused', 'bail', 'send', 'wrong', 'message', 'society']",PREMISE
['accused'],PREMISE
"['possibility', 'evidence']",PREMISE
"['record', 'prima', 'applicant', 'accused']",PREMISE
"['along', 'applicant', 'caught', 'bribe', 'amount', 'providing', 'order', 'mutation']",PREMISE
"['moreover', 'practically', 'investigation']",PREMISE
"['thus', 'custodial', 'interrogation', 'accused', 'necessary']",PREMISE
"['considering', 'view', 'present', 'accused', 'bail', 'certain', 'prejudice', 'prosecution']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['sister', 'victim', 'lodged', 'report', 'victim', 'aged', 'house']",PREMISE
"['p', 'applicant', 'came', 'house', 'hold', 'left', 'hand', 'kept', 'hand', 'neck', 'victim', 'person', 'go', 'terrace']",PREMISE
"['according', 'applicant', 'falsely', 'matter']",PREMISE
"['family', 'depending', 'upon']",PREMISE
"['earning', 'member', 'family']",PREMISE
['practically'],PREMISE
['permanently'],PREMISE
['criminal'],PREMISE
"['ready', 'abide']",PREMISE
"['release', 'bail']",CONCLUSION
"['application', 'ground', 'investigation', 'progress']",PREMISE
"['pressurize', 'victim']",PREMISE
"['possibility', 'prosecution', 'evidence']",PREMISE
"['reject', 'application']",CONCLUSION
"['applicant', 'serious']",PREMISE
[],PREMISE
[],PREMISE
"['considering', 'nature', 'investigation', 'practically']",PREMISE
"['personal', 'custody', 'applicant']",PREMISE
"['earning', 'member', 'family', 'family', 'depending', 'upon']",PREMISE
['resident'],PREMISE
['criminal'],PREMISE
"['application', 'following', 'order']",CONCLUSION
"['case', 'applicant', 'accused', 'found', 'front', 'road', 'along', 'sickle', 'knife', 'power', 'thereby', 'making', 'plan', 'commit', 'dacoity']",PREMISE
"['learned', 'advocate', 'applicant', 'accused', 'applicant', 'accused', 'way', 'concerned', 'crime']",PREMISE
"['merely', 'pending', 'police', 'applicant', 'accused']",PREMISE
"['accused', 'already', 'bail']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'therefore', 'bail']",PREMISE
"['hand', 'learned', 'accused', 'found', 'front', 'road', 'along', 'sickle', 'knife', 'power', 'thereby', 'making', 'plan', 'commit', 'dacoity']",PREMISE
"['applicant', 'accused', 'habitual', 'offender']",PREMISE
"['similar', 'kind', 'bail', 'every', 'possibility', 'prosecution', 'evidence']",PREMISE
['police'],PREMISE
"['along', 'police', 'staff', 'duty', 'front', 'road', 'found', 'accused', 'along', 'accused', 'making', 'preparation', 'commit', 'dacoity', 'found', 'deadly']",PREMISE
"['moreover', 'per', 'prosecution', 'case', 'police', 'carried', 'raid', 'applicant', 'accused', 'fled', 'away', 'form', 'spot', 'incident', 'thereafter', 'police']",PREMISE
"['moreover', 'officer', 'already', 'two', 'knife', 'chilly', 'powder', 'two']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary']",PREMISE
"['considering', 'view', 'present', 'applicant', 'accused', 'bail', 'certain', 'prejudice', 'prosecution']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['officer', 'say', 'application']",PREMISE
"['behalf', 'applicant', 'accused']",PREMISE
"['record', 'front', 'pan', 'stall', 'near', 'center', 'informant', 'friend', 'proceeding', 'house', 'four', 'accused', 'came', 'two']",PREMISE
"['three', 'beating', 'informant', 'run', 'away']",PREMISE
"['one', 'accused', 'informant', 'backside', 'sickle', 'forcibly', 'taken', 'pocket', 'informant']",PREMISE
"['thrown', 'empty', 'pocket', 'person', 'informant', 'run', 'away']",PREMISE
"['report', 'informant', 'aforesaid', 'crime', 'registered']",CONCLUSION
"['robbery', 'amount', 'already', 'police', 'accused']",PREMISE
"['present', 'applicant', 'purpose', 'going', 'keeping', 'behind', 'bar']",PREMISE
"['opinion', 'applicant', 'entitle', 'bail']",CONCLUSION
['order'],CONCLUSION
"['learned', 'advocate']",PREMISE
"['taking', 'copy', 'present', 'crime', 'another', 'report', 'given', 'applicant', 'police', 'basis', 'registered']",PREMISE
"['learned', 'advocate', 'accused', 'falsely', 'present', 'crime']",PREMISE
"['law', 'abiding', 'report', 'given', 'police', 'counter', 'report', 'given', 'applicant']",PREMISE
"['considering', 'made', 'record', 'find', 'proper', 'grant', 'interim', 'protection', 'till', 'respondent', 'e', 'police', 'file', 'reply', 'application']",PREMISE
"['following', 'order']",CONCLUSION
[],PREMISE
"['prosecution', 'case', 'p', 'complainant', 'friend', 'village', 'standing', 'corridor', 'house', 'talking']",PREMISE
"['time', 'brother', 'applicant', 'e', 'came', 'complainant', 'making', 'theft', 'motorcycle', 'battery']",PREMISE
"['abuse', 'theft', 'stolen', 'battery', 'complainant']",PREMISE
['exchange'],PREMISE
"['p', 'complainant', 'home', 'time', 'another', 'brother', 'applicant', 'e', 'complainant', 'quarrel', 'previous', 'date']",PREMISE
"['time', 'complainant', 'said', 'meet', 'sort', 'solution', 'subject']",PREMISE
"['thereafter', 'anger', 'disconnected', 'call']",PREMISE
"['hand', 'iron', 'pipe', 'also', 'came', 'iron', 'pipe', 'iron', 'sword', 'complainant']",PREMISE
"['time', 'hit', 'complainant', 'head', 'iron', 'pipe', 'also', 'iron', 'pipe', 'complainant', 'head', 'back', 'chest', 'stomach', 'injured', 'seriously']",PREMISE
"['applicant', 'two']",CONCLUSION
"['stated', 'applicant', 'innocent']",PREMISE
"['brother', 'applicant', 'e', 'also', 'lodged', 'complaint', 'complainant', 'brother', 'u', 'r', 'w']",PREMISE
"['custodial', 'interrogation', 'applicant', 'necessary']",PREMISE
"['ad', 'interim', 'protection']",CONCLUSION
"['hearing', 'applicant', 'reasonable', 'apprehension', 'mind', 'applicant', 'arrest', 'non', 'applicant']",PREMISE
"['applicant', 'serious']",PREMISE
"['u', 'imprisonment']",PREMISE
"['counter', 'case', 'complainant', 'brother']",PREMISE
"['case', 'desirable', 'grant', 'interim', 'anticipatory', 'bail']",CONCLUSION
"['following', 'order']",CONCLUSION
['works'],PREMISE
"['lodged', 'one', 'report', 'husband', 'brother', 'murder', 'one']",PREMISE
"['due', 'fear', 'resume', 'two']",CONCLUSION
"['went', 'working', 'came', 'forcefully', 'tried', 'close', 'door', 'school']",PREMISE
"['time', 'given']",PREMISE
"['lodged', 'report']",CONCLUSION
"['submit', 'present', 'nothing', 'counter', 'blast', 'lodged', 'husband']",PREMISE
['incident'],PREMISE
"['vague', 'made']",PREMISE
"['fact', 'regularly', 'working', 'presently', 'also', 'working']",PREMISE
"['merit', 'contention']",CONCLUSION
"['immediate', 'recovery']",PREMISE
"['important', 'counter']",PREMISE
"['harass', 'lodged']",CONCLUSION
"['pray', 'interim', 'protection']",PREMISE
[],PREMISE
"['copy', 'well', 'copy', 'charge', 'sheet', 'crime', 'rest']",PREMISE
"['namely', 'accused']",PREMISE
"['situation', 'possibility', 'counter', 'blast']",PREMISE
"['moreover', 'prima', 'force', 'intention', 'outrage', 'modesty']",PREMISE
"['immediate', 'recovery', 'seen']",PREMISE
"['interim', 'protection', 'purpose', 'filing', 'main', 'application']",CONCLUSION
"['prefer', 'pass', 'following', 'order']",CONCLUSION
"['applicant', 'accused', 'caught', 'raid', 'handed', 'bribe', 'amount', 'original', 'complainant', 'giving', 'death', 'certificate']",PREMISE
"['learned', 'counsel', 'applicant', 'accused', 'applicant', 'accused', 'falsely']",PREMISE
"['practically', 'investigation', 'therefore', 'custodial', 'interrogation', 'applicant', 'accused', 'necessary']",PREMISE
['bail'],CONCLUSION
"['hand', 'learned', 'applicant', 'accused', 'caught', 'bribe', 'amount', 'investigation', 'therefore', 'bail', 'application']",PREMISE
"['record', 'prima', 'original', 'complainant', 'death', 'certificate', 'deceased', 'father']",PREMISE
"['time', 'applicant', 'accused', 'bribe', 'amount', 'therefore', 'following', 'due', 'procedure', 'caught', 'applicant', 'accused', 'bribe', 'amount']",PREMISE
"['practically', 'investigation', 'therefore', 'custodial', 'interrogation', 'applicant', 'accused', 'necessary', 'considering', 'view', 'present', 'applicant', 'accused', 'bail', 'certain', 'prejudice', 'prosecution']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
[],PREMISE
"['noon', 'time', 'traffic', 'congestion']",PREMISE
"['stopped', 'vehicle', 'road', 'time', 'one', 'tried', 'enter', 'said', 'route']",PREMISE
"['complainant', 'stopped', 'said', 'vehicle']",PREMISE
"['time', 'driver', 'applicant', 'complainant', 'applicant', 'got', 'caught', 'hold', 'collar', 'complainant']",PREMISE
[],CONCLUSION
"['stated', 'innocent']",PREMISE
"['complainant', 'car', 'applicant', 'giving', 'blow', 'stick', 'front', 'glass']",PREMISE
"['count', 'altercation']",PREMISE
"['applicant', 'done', 'act']",PREMISE
"['custodial', 'interrogation', 'necessary']",PREMISE
"['ad', 'interim', 'protection']",CONCLUSION
"['hearing', 'reasonable', 'apprehension', 'mind', 'arrest', 'non', 'applicant']",PREMISE
"['settled', 'position', 'ad', 'interim', 'bail', 'till', 'filing', 'reply', 'opponent']",PREMISE
"['following', 'order']",CONCLUSION
"['prosecution', 'case', 'short', 'complainant', 'lodged', 'report', 'lodged', 'report', 'police', 'station', 'inter', 'contending', 'accused', 'deceased', 'alias', 'deceased', 'physically', 'mentally', 'count', 'proper', 'respect', 'given', 'marriage', 'gold', 'given', 'dowry', 'given', 'deceased', 'come', 'poor', 'family', 'deceased', 'reason']",PREMISE
['suicide'],PREMISE
"['deceased', 'kept', 'suicide', 'note', 'effect']",PREMISE
"['report', 'lodged', 'punishable', 'came', 'registered', 'accused', 'crime']",PREMISE
"['contention', 'applicant', 'accused']",PREMISE
"['accused', 'included', 'basis', 'skepticism', 'absolutely', 'material', 'record', 'showing', 'complicity', 'present', 'applicant']",PREMISE
['applicant'],PREMISE
"['material', 'investigation', 'present', 'case', 'complete', 'nothing', 'discovered', 'instance', 'applicant']",PREMISE
"['accused', 'tamper', 'prosecution', 'evidence']",PREMISE
"['ready', 'abide', 'may']",PREMISE
"['lastly', 'release', 'bail']",CONCLUSION
"['learned', 'opposed', 'application', 'filing', 'say', 'ground', 'investigation', 'progress']",PREMISE
"['applicant', 'bail', 'pressurize', 'complainant', 'commit', 'similar']",PREMISE
"['lastly', 'reject', 'application']",CONCLUSION
['learned'],PREMISE
"['learned', 'accused']",PREMISE
['record'],PREMISE
"['view', 'following', 'arise', 'determination', 'thereon', 'stated']",PREMISE
"['whether', 'accused', 'bail']",PREMISE
['order'],PREMISE
"['per', 'final', 'order']",CONCLUSION
"['perusal', 'contents', 'clearly', 'deceased', 'got', 'married']",PREMISE
"['accused', 'physically', 'mentally', 'taunting', 'proper', 'respect', 'given', 'marriage', 'dowry', 'brought']",PREMISE
"['given', 'deceased', 'nature', 'firstly', 'murder', 'two', 'son', 'suicide', 'hanging']",PREMISE
"['moreover', 'written', 'two', 'suicide', 'name', 'accused', 'specifically', 'accused', 'taunting']",PREMISE
"['deceased', 'complainant', 'informed', 'e', 'accused', 'given', 'understanding']",PREMISE
"['learned', 'counsel', 'accused', 'vehemently', 'another', 'son', 'applicant', 'accused', 'mentally', 'ill', 'therefore', 'accused', 'take', 'care', 'therefore', 'lady', 'take', 'care', 'mentally', 'ill', 'son', 'bail']",PREMISE
"['perusal', 'contents', 'contents', 'suicide', 'note', 'clearly', 'accused', 'role', 'question']",PREMISE
"['medical', 'certificate', 'clearly', 'cause', 'death', 'deceased', 'asphyxia', 'due', 'hanging']",PREMISE
"['investigation', 'progress']",PREMISE
"['sheet', 'yet']",PREMISE
"['involvement', 'accused', 'question']",PREMISE
"['apprehension', 'prosecution', 'well', 'act', 'accused', 'person']",PREMISE
"['considering', 'considering', 'nature', 'gravity', 'role', 'accused', 'question', 'view', 'fit', 'case', 'exhaust', 'judicial', 'discretion', 'bail']",PREMISE
"['desirable', 'release', 'applicant', 'accused', 'bail']",PREMISE
"['following', 'order']",CONCLUSION
"['learned', 'applicant', 'applicant', 'role', 'play', 'commission']",PREMISE
"['days', 'however', 'nothing', 'discovered', 'instance']",PREMISE
"['prosecution', 'unbelievable']",PREMISE
"['applicant', 'therefore', 'bail']",CONCLUSION
"['learned', 'role', 'applicant', 'commission', 'therefore', 'application', 'may']",CONCLUSION
"['going', 'record', 'conspicuous', 'informant', 'friended', 'based', 'vocational', 'business', 'consultant', 'face', 'book']",PREMISE
"['accused', 'allegedly', 'interested', 'investment', 'allegedly', 'informant', 'garb', 'release', 'four', 'million']",PREMISE
"['additional', 'amount', 'accused', 'informant', 'suspected', 'getting', 'cash', 'lodged']",PREMISE
"['final', 'report']",PREMISE
['furnished'],PREMISE
"['therefrom', 'informant', 'accused', 'conversation', 'certain', 'chemical', 'time']",PREMISE
"['hard', 'said', 'conversation', 'part', 'charge', 'sheet']",PREMISE
"['therefrom', 'accused', 'ever', 'cash', 'amount', 'informant']",PREMISE
"['circumstance', 'accused']",PREMISE
"['learned', 'accused', 'passport']",PREMISE
"['however', 'final', 'report', 'reveal', 'opinion', 'whether', 'disclosed', 'competent', 'authority', 'though', 'assumed', 'manipulation', 'passport', 'competent', 'authority', 'may', 'initiate', 'proceeding', 'cancellation', 'matter', 'issuing', 'authority']",PREMISE
"['since', 'accused', 'citizen', 'behind', 'bar']",PREMISE
"['learned', 'applicant', 'upon', 'pronouncement', 'wherein', 'ground', 'accused', 'foreign', 'origin', 'bail', 'especially', 'prima', 'case', 'made']",PREMISE
"['secondly', 'applicant', 'though', 'foreign', 'national', 'admittedly', 'family', 'wife', 'daughter']",PREMISE
"['prosecution', 'record', 'copy', 'regard']",PREMISE
"['view', 'fit', 'case', 'grant', 'bail']",CONCLUSION
['order'],CONCLUSION
"['prosecution', 'case', 'short', 'complainant', 'lodged', 'report', 'police', 'station', 'inter', 'contending', 'accused', 'friendship', 'complainant', 'marriage', 'complainant', 'marry']",PREMISE
"['later', 'accused', 'took', 'complainant', 'flat', 'gave', 'injection', 'drug', 'unconscious', 'accused', 'sexual', 'intercourse']",PREMISE
"['complainant', 'decided', 'marry']",CONCLUSION
"['accused', 'forcible', 'sexual', 'intercourse', 'various', 'false', 'promise', 'marriage']",PREMISE
"['prior', 'one', 'month', 'complainant', 'came', 'know', 'accused', 'already', 'married', 'daughter']",PREMISE
"['complainant', 'made', 'enquiry', 'accused', 'beat', 'defame']",PREMISE
"['accused', 'also', 'obscene']",PREMISE
"['sister', 'accused', 'namely', 'keeping', 'watch', 'complainant', 'accused', 'commission', 'crime']",PREMISE
"['report', 'lodged', 'punishable', 'section', 'came', 'registered', 'accused', 'crime']",CONCLUSION
"['contention', 'applicant', 'accused', 'innocent']",PREMISE
"['falsely', 'case']",PREMISE
"['good', 'respectable', 'family']",PREMISE
['criminal'],PREMISE
"['permanent', 'resident']",PREMISE
"['bread', 'winner', 'family']",PREMISE
"['ready', 'abide', 'may']",PREMISE
"['lastly', 'release', 'bail']",CONCLUSION
"['learned', 'opposed', 'application', 'filing', 'say', 'ground', 'accused', 'cruel', 'nature']",PREMISE
"['bail', 'pressurize', 'complainant', 'abscond', 'commit', 'similar', 'type']",PREMISE
"['lastly', 'reject', 'application']",CONCLUSION
['learned'],PREMISE
"['learned', 'accused']",PREMISE
['record'],PREMISE
"['view', 'following', 'arise', 'determination', 'thereon', 'stated']",PREMISE
"['whether', 'accused', 'bail']",PREMISE
['order'],PREMISE
"['per', 'final', 'order']",CONCLUSION
"['perusal', 'contents', 'clearly', 'accused', 'complainant', 'acquainted', 'marriage']",PREMISE
"['contents', 'false', 'promise', 'marriage', 'accused', 'friendship', 'complainant', 'fell', 'love', 'forcible', 'sexual', 'intercourse', 'giving', 'drug', 'injection', 'prepared', 'video', 'clip', 'took', 'flat', 'false', 'promise', 'marriage', 'sexual', 'intercourse', 'took', 'obscene']",PREMISE
"['accused', 'already', 'married', 'daughter']",PREMISE
"['still', 'suppressed', 'fact', 'complainant', 'marry', 'obscene']",PREMISE
"['moreover', 'accused', 'obscene']",PREMISE
"['contents', 'clearly', 'reveal', 'accused', 'complainant', 'kept', 'physical', 'false', 'promise', 'marriage']",PREMISE
"['medical', 'certificate', 'also', 'evidence', 'vaginal', 'penetration']",PREMISE
"['charge', 'already']",PREMISE
"['matter', 'soon']",PREMISE
"['commence', 'soon']",PREMISE
"['involvement', 'accused', 'question']",PREMISE
"['apprehension', 'prosecution', 'well', 'act', 'accused', 'person']",PREMISE
"['considering', 'considering', 'nature', 'gravity', 'role', 'accused', 'question', 'view', 'fit', 'case', 'exhaust', 'judicial', 'discretion', 'bail']",PREMISE
"['desirable', 'release', 'applicant', 'accused', 'bail']",CONCLUSION
"['following', 'order']",CONCLUSION
"['prosecution', 'case', 'short', 'complainant', 'lodged', 'report', 'police', 'station', 'inter', 'contending', 'daughter', 'got', 'married', 'applicant', 'accused']",PREMISE
"['consuming', 'liquor', 'coming', 'late', 'night', 'character', 'quarreling', 'made', 'commit', 'suicide']",PREMISE
"['accused', 'physically', 'mentally']",PREMISE
"['suicide', 'hanging']",PREMISE
"['report', 'lodged', 'punishable', 'came', 'registered', 'accused', 'crime']",CONCLUSION
"['contention', 'applicant', 'accused']",PREMISE
"['concerned', 'made', 'complainant', 'complaint']",PREMISE
"['previous', 'complaint', 'lodged', 'complainant', 'deceased', 'relative', 'regarding', 'harassment']",PREMISE
"['case', 'nothing', 'applicant', 'accused']",PREMISE
"['prima', 'evidence', 'applicant']",PREMISE
"['ready', 'police', 'investigation']",PREMISE
['abscond'],PREMISE
"['tamper', 'prosecution', 'evidence']",PREMISE
"['family', 'applicant', 'upon', 'livelihood']",PREMISE
"['ready', 'abide', 'may']",PREMISE
"['lastly', 'release', 'bail']",CONCLUSION
"['learned', 'opposed', 'application', 'filing', 'say', 'ground', 'spot', 'already', 'prepared']",PREMISE
"['used', 'commission', 'crime', 'already', 'spot']",PREMISE
['already'],PREMISE
"['investigation', 'progress']",PREMISE
"['accused', 'commission', 'suicide', 'deceased']",PREMISE
"['bail', 'pressurize', 'prosecution']",PREMISE
"['lastly', 'reject', 'application']",CONCLUSION
['learned'],PREMISE
"['learned', 'accused']",PREMISE
['record'],PREMISE
